"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"CRS","Carpenter Technology Corporation","17.48","$839.36M","n/a","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/crs",
"CSV","Carriage Services, Inc.","25.81","$462.87M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/csv",
"CARR","Carrier Global Corporation","33.39","$28.92B","2020","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/carr",
"CARS","Cars.com Inc.","7.39","$496.61M","2017","Technology","EDP Services","https://old.nasdaq.com/symbol/cars",
"CRI","Carter&#39;s, Inc.","81.45","$3.56B","2003","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/cri",
"CVNA","Carvana Co.","185.35","$31.63B","2017","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/cvna",
"CSPR","Casper Sleep Inc.","6.63","$266.2M","2020","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/cspr",
"CSLT","Castlight Health, inc.","0.8829","$132.99M","2014","Technology","EDP Services","https://old.nasdaq.com/symbol/cslt",
"CTLT","Catalent, Inc.","87.77","$14.44B","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ctlt",
"CTT","CatchMark Timber Trust, Inc.","8.69","$423.77M","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ctt",
"CAT","Caterpillar, Inc.","157.05","$85.04B","n/a","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/cat",
"CATO","Cato Corporation (The)","6.12","$146.62M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/cato",
"CBZ","CBIZ, Inc.","22.67","$1.24B","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/cbz",
"CBL","CBL & Associates Properties, Inc.","0.151","$29.66M","1993","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cbl",
"CBL^D","CBL & Associates Properties, Inc.","0.6569","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cbl^d",
"CBL^E","CBL & Associates Properties, Inc.","0.65","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cbl^e",
"CBO","CBO (Listing Market - NYSE - Networks A/E)","13.3","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cbo",
"IGR","CBRE Clarion Global Real Estate Income Fund","5.6","$652.91M","2004","n/a","n/a","https://old.nasdaq.com/symbol/igr",
"CBRE","CBRE Group, Inc.","50.4","$16.9B","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/cbre",
"CBX","CBX (Listing Market NYSE Networks AE","2.7","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cbx",
"PCPL","CC Neuberger Principal Holdings I","10","$567.5M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/pcpl",
"PCPL.U","CC Neuberger Principal Holdings I","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/pcpl.u",
"PCPL.WS","CC Neuberger Principal Holdings I","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pcpl.ws",
"PRPB","CC Neuberger Principal Holdings II","9.83","$813.92M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/prpb",
"PRPB.U","CC Neuberger Principal Holdings II","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/prpb.u",
"PRPB.WS","CC Neuberger Principal Holdings II","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/prpb.ws",
"FUN","Cedar Fair, L.P.","26.01","$1.47B","1987","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/fun",
"CDR","Cedar Realty Trust, Inc.","0.95","$84.86M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cdr",
"CDR^B","Cedar Realty Trust, Inc.","22.0807","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cdr^b",
"CDR^C","Cedar Realty Trust, Inc.","19.66","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cdr^c",
"CE","Celanese Corporation","113.51","$13.27B","2005","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/ce",
"CLS","Celestica, Inc.","5.87","$757.56M","1998","Technology","Electrical Products","https://old.nasdaq.com/symbol/cls",
"CELG~","Celgene Corporation","0.338","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/celg~",
"CEL","Cellcom Israel, Ltd.","3.8","$618.54M","2007","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/cel",
"CPAC","Cementos Pacasmayo S.A.A.","7.6","$650.72M","n/a","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/cpac",
"CX","Cemex S.A.B. de C.V.","4.15","$6.27B","n/a","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/cx",
"CVE","Cenovus Energy Inc","3.28","$4.03B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/cve",
"CNC","Centene Corporation","59.1","$34.27B","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/cnc",
"CEN","Center Coast Brookfield MLP & Energy Infrastructur","7.45","$36.7M","2013","n/a","n/a","https://old.nasdaq.com/symbol/cen",
"CNP","CenterPoint Energy, Inc.","21.13","$11.51B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/cnp",
"CNP^B","CenterPoint Energy, Inc.","39.77","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cnp^b",
"EBR","Centrais Electricas Brasileiras S.A.- Eletrobras","5.47","$8.58B","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/ebr",
"EBR.B","Centrais Electricas Brasileiras S.A.- Eletrobras","n/a","n/a","2016","n/a","n/a","https://old.nasdaq.com/symbol/ebr.b",
"CEPU","Central Puerto S.A.","2.17","$328.54M","2018","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/cepu",
"CCS","Century Communities, Inc.","38.84","$1.3B","2014","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/ccs",
"LUMN","CenturyLink, Inc. d/b/a Lumen Technologies, Inc. ","8.62","$9.46B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/lumn",
"CTAC.U","Cerberus Telecom Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/ctac.u",
"CDAY","Ceridian HCM Holding Inc.","86.22","$12.68B","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/cday",
"CF","CF Industries Holdings, Inc.","27.61","$5.91B","2005","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/cf",
"GIB","CGI Inc.","62.17","$16.12B","n/a","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/gib",
"CHX","ChampionX Corporation","8.73","$1.74B","2018","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/chx",
"ECOM          ","ChannelAdvisor Corporation","16.2","$464.69M","2013","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ecom",
"CHRA","Charah Solutions, Inc.","2.82","$84.56M","2018","Basic Industries","Environmental Services","https://old.nasdaq.com/symbol/chra",
"CRL","Charles River Laboratories International, Inc.","227.7","$11.33B","2000","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/crl",
"CLDT","Chatham Lodging Trust (REIT)","7.35","$345.21M","2010","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cldt",
"CMCM","Cheetah Mobile Inc.","1.91","$267.03M","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/cmcm",
"CHGG","Chegg, Inc.","73.44","$9.46B","2013","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/chgg",
"CHE","Chemed Corp.","478.32","$7.61B","n/a","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/che",
"CC","Chemours Company (The)","20.14","$3.31B","2015","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/cc",
"CHMI","Cherry Hill Mortgage Investment Corporation","9.16","$156.42M","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/chmi",
"CHMI^A","Cherry Hill Mortgage Investment Corporation","22.85","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/chmi^a",
"CHMI^B","Cherry Hill Mortgage Investment Corporation","19.9999","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/chmi^b",
"CPK","Chesapeake Utilities Corporation","97.21","$1.6B","n/a","Public Utilities","Oil & Gas Production","https://old.nasdaq.com/symbol/cpk",
"CVX","Chevron Corporation","69.5","$133.79B","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/cvx",
"CHWY","Chewy, Inc.","61.6","$25.41B","2019","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/chwy",
"CHS","Chico&#39;s FAS, Inc.","1.07","$128.28M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/chs",
"CIM","Chimera Investment Corporation","8.35","$1.94B","2007","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cim",
"CIM^A","Chimera Investment Corporation","22.59","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cim^a",
"CIM^B","Chimera Investment Corporation","20.7","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cim^b",
"CIM^C","Chimera Investment Corporation","19.32","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cim^c",
"CIM^D","Chimera Investment Corporation","19.65","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cim^d",
"DL","China Distance Education Holdings Limited","8.62","$291.62M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/dl",
"CEA","China Eastern Airlines Corporation Ltd.","19.65","$6.44B","1997","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/cea",
"CHN","China Fund, Inc. (The)","27.93","$292.63M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/chn",
"CGA","China Green Agriculture, Inc.","2.67","$16.95M","n/a","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/cga",
"LFC","China Life Insurance Company Limited","10.94","$61.84B","2003","Finance","Life Insurance","https://old.nasdaq.com/symbol/lfc",
"CHL","China Mobile (Hong Kong) Ltd.","30.73","$125.84B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/chl",
"COE","China Online Education Group","24.53","$525.12M","2016","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/coe",
"SNP","China Petroleum & Chemical Corporation","39.33","$47.62B","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/snp",
"ZNH","China Southern Airlines Company Limited","26.82","$8.22B","1997","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/znh",
"CHA","China Telecom Corp Ltd","31.4","$25.41B","2002","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/cha",
"CHU","China Unicom (Hong Kong) Ltd","6.19","$18.94B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/chu",
"CYD","China Yuchai International Limited","17.43","$712.16M","1994","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cyd",
"CMG","Chipotle Mexican Grill, Inc.","1201.48","$33.62B","2006","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/cmg",
"CHH","Choice Hotels International, Inc.","87.35","$4.84B","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/chh",
"CB","Chubb Limited","129.91","$58.64B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/cb",
"CHT","Chunghwa Telecom Co., Ltd.","37.78","$29.31B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/cht",
"CHD","Church & Dwight Company, Inc.","88.39","$21.86B","n/a","Basic Industries","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/chd",
"CCX","Churchill Capital Corp II","9.97","$859.91M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/ccx",
"CCX.U","Churchill Capital Corp II","n/a","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/ccx.u",
"CCX.WS","Churchill Capital Corp II","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ccx.ws",
"CCIV","Churchill Capital Corp IV","9.63","$1.99B","2020","Finance","Business Services","https://old.nasdaq.com/symbol/cciv",
"CCIV.U","Churchill Capital Corp IV","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/cciv.u",
"CCIV.WS","Churchill Capital Corp IV","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cciv.ws",
"CIEN","Ciena Corporation","39.39","$6.08B","1997","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/cien",
"CI","Cigna Corporation","166.97","$61.31B","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/ci",
"XEC","Cimarex Energy Co","25.37","$2.59B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/xec",
"CBB","Cincinnati Bell Inc","15.05","$762.74M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/cbb",
"CBB^B","Cincinnati Bell Inc","48.9999","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cbb^b",
"CNK","Cinemark Holdings Inc","8.19","$963.75M","2007","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/cnk",
"CINR","Ciner Resources LP","11.02","$217.84M","2013","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/cinr",
"CIR","CIRCOR International, Inc.","27.9","$557.92M","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/cir",
"CIT","CIT Group Inc (DEL)","29.45","$2.9B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cit",
"CIT^B","CIT Group Inc (DEL)","25.5","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cit^b",
"CCAC","CITIC Capital Acquisition Corp.","9.8","$338.1M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ccac",
"CCAC.U","CITIC Capital Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/ccac.u",
"CCAC.WS","CITIC Capital Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ccac.ws",
"BLW","Citigroup Inc.","14.29","$510.71M","2003","Finance","Major Banks","https://old.nasdaq.com/symbol/blw",
"C","Citigroup Inc.","41.42","$86.24B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/c",
"C^J","Citigroup Inc.","28.28","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/c^j",
"C^K","Citigroup Inc.","27.74","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/c^k",
"C^N","Citigroup Inc.","27.4","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/c^n",
"C^S","Citigroup Inc.","25.45","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/c^s",
"CFG","Citizens Financial Group, Inc.","27.25","$11.64B","2014","Finance","Major Banks","https://old.nasdaq.com/symbol/cfg",
"CFG^D","Citizens Financial Group, Inc.","26.6","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cfg^d",
"CFG^E","Citizens Financial Group, Inc.","25.3","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cfg^e",
"CIA","Citizens, Inc.","5.77","$290.56M","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/cia",
"CIO","City Office REIT, Inc.","6.32","$274.27M","2014","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cio",
"CIO^A","City Office REIT, Inc.","24.44","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cio^a",
"CVEO","Civeo Corporation","0.7151","$121.98M","2014","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/cveo",
"CCC","Clarivate Plc","27.75","$16.82B","2019","Technology","EDP Services","https://old.nasdaq.com/symbol/ccc",
"CLH","Clean Harbors, Inc.","52.97","$2.95B","n/a","Basic Industries","Environmental Services","https://old.nasdaq.com/symbol/clh",
"CCO","Clear Channel Outdoor Holdings, Inc.","0.894","$417.79M","2005","Consumer Services","Advertising","https://old.nasdaq.com/symbol/cco",
"EMO","ClearBridge Energy Midstream Opportunity Fund Inc.","9.37","$134.39M","2011","n/a","n/a","https://old.nasdaq.com/symbol/emo",
"CEM","ClearBridge MLP and Midstream Fund Inc.","12.27","$172.8M","2010","n/a","n/a","https://old.nasdaq.com/symbol/cem",
"CTR","ClearBridge MLP and Midstream Total Return Fund In","10.41","$79.95M","2012","n/a","n/a","https://old.nasdaq.com/symbol/ctr",
"CLW","Clearwater Paper Corporation","37.15","$615.64M","n/a","Basic Industries","Paper","https://old.nasdaq.com/symbol/clw",
"CWEN","Clearway Energy, Inc.","28.16","$5.65B","2015","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/cwen",
"CWEN.A","Clearway Energy, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cwen.a",
"CLF","Cleveland-Cliffs Inc.","8.28","$3.31B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/clf",
"CLII.U","Climate Change Crisis Real Impact I Acquisition Corporation","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/clii.u",
"CLPR","Clipper Realty Inc.","5.62","$100.12M","2017","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/clpr",
"CLX","Clorox Company (The)","207.25","$26.12B","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/clx",
"CLDR","Cloudera, Inc.","9.72","$3.04B","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/cldr",
"NET","Cloudflare, Inc.","51.97","$15.89B","2019","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/net",
"CMS","CMS Energy Corporation","63.33","$18.13B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/cms",
"CMS^B","CMS Energy Corporation","111.95","n/a","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/cms^b",
"CMSA","CMS Energy Corporation","27.03","n/a","2018","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/cmsa",
"CMSC","CMS Energy Corporation","27.47","n/a","2018","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/cmsc",
"CMSD","CMS Energy Corporation","27.44","n/a","2019","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/cmsd",
